id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
22720243,Thu Apr 18 2019 09:52:56 GMT-0400 (EDT),4/18/2019,2019-04-18 13:52:56 UTC,Eastern Time (US & Canada),,887161,hustleback,2019-04-19 19:26:15 UTC,2019-04-23 14:50:11 UTC,research,,https://www.inaturalist.org/observations/22720243,https://static.inaturalist.org/photos/35207369/medium.jpg?1555701978,,,,FALSE,2,0,FALSE,3,"University of Maryland, College Park, MD, US",38.98789249,-76.94294751,16,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22736228,2018/09/01 10:58 AM EDT,9/1/2018,2018-09-01 14:58:00 UTC,Eastern Time (US & Canada),,1079820,gnat79,2019-04-20 01:37:51 UTC,2019-04-20 02:22:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22736228,https://static.inaturalist.org/photos/35234375/medium.png?1555724155,,,,FALSE,1,0,FALSE,,"District of Columbia, District of Columbia, United States",38.91558889,-77.03318611,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22741822,Tue Apr 16 2019 16:29:19 GMT-0400 (EDT),4/16/2019,2019-04-16 20:29:19 UTC,Eastern Time (US & Canada),,7580,carrieseltzer,2019-04-20 04:34:39 UTC,2019-04-20 05:07:38 UTC,research,CC0,https://www.inaturalist.org/observations/22741822,https://static.inaturalist.org/photos/35244209/medium.jpg?1555734882,,,,FALSE,1,0,FALSE,3,"1400 Quincy St NE, Washington, DC, US",38.93652,-76.98557167,36,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22769299,Sat Apr 20 2019 14:15:27 GMT-0400 (EDT),4/20/2019,2019-04-20 18:15:27 UTC,Eastern Time (US & Canada),,1630596,tstriegel,2019-04-20 18:42:06 UTC,2019-04-20 19:19:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22769299,https://static.inaturalist.org/photos/35285842/medium.jpg?1555785729,,,,FALSE,1,0,FALSE,3,"University of Maryland, College Park, MD, US",38.98548326,-76.94812865,19,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22842830,2019/04/21 1:00 PM EDT,4/21/2019,2019-04-21 17:00:00 UTC,Eastern Time (US & Canada),,1336025,djweyer,2019-04-21 21:34:35 UTC,2019-04-22 01:02:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22842830,https://static.inaturalist.org/photos/35404845/medium.jpg?1555882436,,,,FALSE,2,0,FALSE,,"Ashburn, VA, USA",39.03275666,-77.50014454,113,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22891142,4/18/2019,4/18/2019,,Eastern Time (US & Canada),,1629808,j_schlenoff,2019-04-22 17:09:15 UTC,2019-04-22 23:28:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22891142,https://static.inaturalist.org/photos/35482572/medium.jpeg?1555952952,,,,FALSE,2,0,FALSE,,University of Maryland,38.986918,-76.942554,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22892295,2019-04-18 11:29:06 AM EDT,4/18/2019,2019-04-18 15:29:06 UTC,Eastern Time (US & Canada),,996856,zoeread,2019-04-22 17:30:43 UTC,2019-04-29 14:31:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22892295,https://static.inaturalist.org/photos/35484416/medium.jpeg?1555954269,,,Bee,FALSE,1,0,FALSE,2,"Glenn L. Martin Hall, 4298 Campus Dr, College Park, MD 20742, USA",38.98888221,-76.93761092,66,,,FALSE,gps,gps,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22940594,Tue Apr 23 2019 10:13:48 GMT-0400 (EDT),4/23/2019,2019-04-23 14:13:48 UTC,Eastern Time (US & Canada),,1652290,espada,2019-04-23 14:14:25 UTC,2019-04-23 15:40:41 UTC,research,,https://www.inaturalist.org/observations/22940594,https://static.inaturalist.org/photos/35560063/medium.jpg?1556028900,,,,FALSE,1,0,FALSE,3,"22377 Belmont Ridge Rd, Ashburn, VA, US",38.99781045,-77.53265781,65,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22940902,Tue Apr 23 2019 10:20:00 GMT-0400 (EDT),4/23/2019,2019-04-23 14:20:00 UTC,Eastern Time (US & Canada),,1651980,tmattingly,2019-04-23 14:20:04 UTC,2019-04-26 22:10:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22940902,https://static.inaturalist.org/photos/35560596/medium.jpg?1556029279,,,,FALSE,2,0,FALSE,3,"Loudoun County, US-VA, US",38.99817151,-77.5331733,5,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22941685,Tue Apr 23 2019 10:34:14 GMT-0400 (EDT),4/23/2019,2019-04-23 14:34:14 UTC,Eastern Time (US & Canada),,1172192,aglenden,2019-04-23 14:35:51 UTC,2019-04-23 21:48:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22941685,https://static.inaturalist.org/photos/35561611/medium.jpg?1556030156,,,,FALSE,1,0,FALSE,3,"University of Maryland, College Park, MD, US",38.98858667,-76.94233,10,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22942323,Tue Apr 23 2019 10:36:26 GMT-0400 (EDT),4/23/2019,2019-04-23 14:36:26 UTC,Eastern Time (US & Canada),,887161,hustleback,2019-04-23 14:51:53 UTC,2019-04-25 01:20:23 UTC,research,,https://www.inaturalist.org/observations/22942323,https://static.inaturalist.org/photos/35562679/medium.jpg?1556031115,,,,FALSE,2,0,FALSE,3,"University of Maryland, College Park, MD, US",38.98850877,-76.94229007,30,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22942459,Tue Apr 23 2019 10:36:18 GMT-0400 (EDT),4/23/2019,2019-04-23 14:36:18 UTC,Eastern Time (US & Canada),,887161,hustleback,2019-04-23 14:53:37 UTC,2019-04-25 01:20:33 UTC,research,,https://www.inaturalist.org/observations/22942459,https://static.inaturalist.org/photos/35562786/medium.jpg?1556031220,,,,FALSE,2,0,FALSE,3,"University of Maryland, College Park, MD, US",38.98839963,-76.94222827,153,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22942469,Tue Apr 23 2019 10:53:38 GMT-0400 (EDT),4/23/2019,2019-04-23 14:53:38 UTC,Eastern Time (US & Canada),,1647086,jimpolitte,2019-04-23 14:53:56 UTC,2019-04-23 21:48:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22942469,https://static.inaturalist.org/photos/35562818/medium.jpg?1556031241,,,,FALSE,2,0,FALSE,3,"22377 Belmont Ridge Rd, Ashburn, VA, US",38.99811244,-77.53314422,16,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22945115,4/23/2019,4/23/2019,,Eastern Time (US & Canada),,1629808,j_schlenoff,2019-04-23 15:44:21 UTC,2019-04-29 14:29:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22945115,https://static.inaturalist.org/photos/35566920/medium.jpeg?1556034257,,,,FALSE,2,0,FALSE,,University of Maryland,38.986918,-76.942554,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22945149,4/23/2019,4/23/2019,,Eastern Time (US & Canada),,1629808,j_schlenoff,2019-04-23 15:45:00 UTC,2019-04-25 13:30:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22945149,https://static.inaturalist.org/photos/35566977/medium.jpeg?1556034298,,,,FALSE,2,0,FALSE,,University of Maryland,38.986918,-76.942554,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22968416,Tue Apr 23 2019 15:39:18 GMT-0400 (EDT),4/23/2019,2019-04-23 19:39:18 UTC,Eastern Time (US & Canada),,1221793,juliannag,2019-04-23 22:57:08 UTC,2019-04-24 18:05:43 UTC,research,,https://www.inaturalist.org/observations/22968416,https://static.inaturalist.org/photos/35602850/medium.jpg?1556060236,,,,FALSE,2,0,FALSE,3,"University of Maryland, College Park, MD, US",38.98411667,-76.941545,10,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22968838,2019-04-23 1:54:03 PM EDT,4/23/2019,2019-04-23 17:54:03 UTC,Eastern Time (US & Canada),,996856,zoeread,2019-04-23 23:05:22 UTC,2019-04-24 00:29:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22968838,https://static.inaturalist.org/photos/35603549/medium.jpeg?1556060725,,,Bee behind Tawes,FALSE,1,0,FALSE,2,"7751 Alumni Dr, College Park, MD 20742, USA",38.9863648,-76.9482923,57,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22968866,2019-04-23 7:02:22 PM EDT,4/23/2019,2019-04-23 23:02:22 UTC,Eastern Time (US & Canada),,996856,zoeread,2019-04-23 23:05:55 UTC,2019-04-30 02:51:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22968866,https://static.inaturalist.org/photos/35603608/medium.jpeg?1556060758,,,Bee by Lefrak,FALSE,1,0,FALSE,2,"Prince George's County, US-MD, US",38.98408663,-76.94373008,7,,,FALSE,gps,gps,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
22976396,Tue Apr 23 2019 17:29:36 GMT-0400 (EDT),4/23/2019,2019-04-23 21:29:36 UTC,Eastern Time (US & Canada),,1631735,sedlakseaver,2019-04-24 01:40:57 UTC,2019-04-24 10:33:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22976396,https://static.inaturalist.org/photos/35616721/medium.jpg?1556070060,,,,FALSE,1,0,FALSE,3,"University of Maryland, College Park, MD, US",38.99128499,-76.94895163,90,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
23015870,2019-04-22 12:56:53 PM EDT,4/22/2019,2019-04-22 16:56:53 UTC,Eastern Time (US & Canada),,1151463,ziirycal,2019-04-24 20:28:12 UTC,2019-04-24 23:43:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23015870,https://static.inaturalist.org/photos/35678513/medium.jpeg?1556137697,,,,FALSE,2,0,FALSE,2,"7251 Preinkert Dr, College Park, MD 20742, USA",38.98390484,-76.94344606,6,,,FALSE,gps,gps,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
23016218,2019-04-22 2:58:30 PM EDT,4/22/2019,2019-04-22 18:58:30 UTC,Eastern Time (US & Canada),,1151463,ziirycal,2019-04-24 20:34:55 UTC,2019-04-24 22:22:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23016218,https://static.inaturalist.org/photos/35679023/medium.jpeg?1556138099,,,,FALSE,1,0,FALSE,2,"7154 Preinkert Dr, College Park, MD 20742, USA",38.98352043,-76.9452076,11,,,FALSE,gps,gps,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
23085352,2019/04/25 12:44 PM UTC,4/25/2019,2019-04-25 12:44:00 UTC,UTC,,454536,jmgconsult,2019-04-26 01:04:36 UTC,2019-04-26 03:37:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23085352,https://static.inaturalist.org/photos/35788029/medium.jpg?1556239759,,,,FALSE,1,0,FALSE,,"Adelphi, MD, USA",38.98573041,-76.96491126,31,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
23085357,2019/04/25 12:52 PM UTC,4/25/2019,2019-04-25 12:52:00 UTC,UTC,,454536,jmgconsult,2019-04-26 01:04:38 UTC,2019-04-26 03:37:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23085357,https://static.inaturalist.org/photos/35788041/medium.jpg?1556239765,,,,FALSE,1,0,FALSE,,"Adelphi, MD, USA",38.98573041,-76.96491126,31,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
23271072,2019-04-26 12:56:56 PM EDT,4/26/2019,2019-04-26 16:56:56 UTC,Eastern Time (US & Canada),,917611,ladycasey,2019-04-27 01:17:33 UTC,2019-04-27 15:12:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23271072,https://static.inaturalist.org/photos/36058332/medium.jpeg?1556327859,,,Wakefield Neighborhood.,FALSE,2,0,FALSE,2,"2040 Alehouse Ct, St Charles, MD 20602, USA",38.60416794,-76.89360809,,,,FALSE,gps,gps,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
23377414,Sat Apr 27 2019 10:56:41 GMT-0400 (EDT),4/27/2019,2019-04-27 14:56:41 UTC,Eastern Time (US & Canada),,1655096,ghenshaw13,2019-04-27 14:57:01 UTC,2019-04-29 14:27:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23377414,https://static.inaturalist.org/photos/36210242/medium.jpg?1556377026,,,,FALSE,2,0,FALSE,3,"7112 Freshaire Dr, Springfield, VA, US",38.76112471,-77.25474835,5,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
23490775,2019-04-27 5:48:11 PM EDT,4/27/2019,2019-04-27 21:48:11 UTC,Eastern Time (US & Canada),,1466892,serafauna,2019-04-27 22:20:27 UTC,2019-04-28 00:34:19 UTC,research,,https://www.inaturalist.org/observations/23490775,https://static.inaturalist.org/photos/36375272/medium.jpeg?1556403634,,,,FALSE,1,0,FALSE,2,"Virginia, US",38.88603027,-77.30968851,9,obscured,,TRUE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
23725820,Sun Apr 28 2019 14:29:44 GMT-0400 (EDT),4/28/2019,2019-04-28 18:29:44 UTC,Eastern Time (US & Canada),,442208,aileen_w,2019-04-28 20:22:14 UTC,2019-04-28 23:30:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23725820,https://static.inaturalist.org/photos/36715678/medium.jpg?1556482937,,,,FALSE,2,0,FALSE,3,"5101 Concordia St, Fairfax, VA, US",38.81756667,-77.30975333,10,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
23729747,Sun Apr 28 2019 16:38:03 GMT-0400 (EDT),4/28/2019,2019-04-28 20:38:03 UTC,Eastern Time (US & Canada),,682262,jweston1123,2019-04-28 20:38:17 UTC,2019-04-28 23:30:32 UTC,research,CC0,https://www.inaturalist.org/observations/23729747,https://static.inaturalist.org/photos/36722004/medium.jpg?1556483935,,,,FALSE,2,0,FALSE,3,"420 N Fillmore St, Arlington, VA, US",38.87896517,-77.09212736,10,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
23757710,Sun Apr 28 2019 12:54:09 GMT-0400 (EDT),4/28/2019,2019-04-28 16:54:09 UTC,Eastern Time (US & Canada),,1693498,jodi61,2019-04-28 22:19:07 UTC,2019-04-29 01:39:42 UTC,research,,https://www.inaturalist.org/observations/23757710,https://static.inaturalist.org/photos/36763025/medium.jpg?1556489964,,,"Bumblebee 
",FALSE,2,0,FALSE,3,"660 Spring St, Herndon, VA, US",38.96877,-77.385575,5,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
23958177,2019-04-29 11:47:41 AM EDT,4/29/2019,2019-04-29 15:47:41 UTC,Eastern Time (US & Canada),,1657028,tjhunter1,2019-04-29 16:41:44 UTC,2019-04-30 10:15:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23958177,https://static.inaturalist.org/photos/37059966/medium.jpeg?1556556107,,,,FALSE,2,0,FALSE,2,"Brookside Gardens Conservatory, 1800 Glenallan Ave, Wheaton-Glenmont, MD 20902, USA",39.05799744,-77.03430656,175,,,FALSE,gps,gps,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
24095944,2019/04/29 3:16 PM EDT,4/29/2019,2019-04-29 19:16:00 UTC,Eastern Time (US & Canada),,6679,kearins,2019-04-30 01:25:26 UTC,2019-04-30 04:03:48 UTC,research,CC-BY,https://www.inaturalist.org/observations/24095944,https://static.inaturalist.org/photos/37262988/medium.jpeg?1556587438,,,,FALSE,3,0,FALSE,,"Southwest Washington, Washington, DC, USA",38.888,-77.024,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
24375437,2019-05-02 11:57:13 AM EDT,5/2/2019,2019-05-02 15:57:13 UTC,Eastern Time (US & Canada),,1580805,marilynfmn,2019-05-02 16:01:23 UTC,2019-05-02 16:11:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24375437,https://static.inaturalist.org/photos/37692158/medium.jpeg?1556812996,,,,FALSE,1,0,FALSE,2,"5344 Cristfield Ct, Fairfax, VA 22032, USA",38.80528066,-77.30674707,34,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
24486330,2019/04/27 1:21 PM EDT,4/27/2019,2019-04-27 17:21:00 UTC,Eastern Time (US & Canada),,238418,lisam,2019-05-04 02:39:25 UTC,2019-05-05 22:27:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24486330,https://static.inaturalist.org/photos/37860454/medium.jpg?1556936090,,,,FALSE,2,0,FALSE,,"Prince William County, VA, USA",38.75981962,-77.54390191,3906,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
24486331,2019/04/27 1:48 PM EDT,4/27/2019,2019-04-27 17:48:00 UTC,Eastern Time (US & Canada),,238418,lisam,2019-05-04 02:39:26 UTC,2019-05-05 22:27:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24486331,https://static.inaturalist.org/photos/37860518/medium.jpg?1556936134,,,,FALSE,2,0,FALSE,,"Manassas, VA, USA",38.7404974,-77.52122799,977,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
24534967,Sat May 04 2019 16:13:19 GMT-0400 (EDT),5/4/2019,2019-05-04 20:13:19 UTC,Eastern Time (US & Canada),,786045,dherrera13,2019-05-04 20:13:43 UTC,2019-05-04 21:22:44 UTC,research,,https://www.inaturalist.org/observations/24534967,https://static.inaturalist.org/photos/37937769/medium.jpg?1557000827,,,,FALSE,1,0,FALSE,3,"100 1st St SW, Washington, DC, US",38.886855,-77.01290833,65,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
24725266,Tue May 07 2019 09:20:56 GMT-0400 (EDT),5/7/2019,2019-05-07 13:20:56 UTC,Eastern Time (US & Canada),,350680,mstrecker,2019-05-07 13:22:04 UTC,2019-05-08 01:04:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24725266,https://static.inaturalist.org/photos/38237363/medium.jpg?1557235327,,,Huge mass of bees on this Bush ,FALSE,1,0,FALSE,3,"1803 3rd St NE, Washington, DC, US",38.9140642,-77.00190162,16,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
24766135,Tue May 07 2019 09:01:12 GMT-0400 (EDT),5/7/2019,2019-05-07 13:01:12 UTC,Eastern Time (US & Canada),,888993,collin_schwantes,2019-05-08 02:27:46 UTC,2019-05-08 04:09:51 UTC,research,,https://www.inaturalist.org/observations/24766135,https://static.inaturalist.org/photos/38300917/medium.jpg?1557282475,,,,FALSE,1,0,FALSE,3,"624 A St NE, Washington, DC, US",38.89097,-76.99723833,10,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
24966576,2019/05/11 2:40 AM UTC,5/11/2019,,UTC,,454536,jmgconsult,2019-05-11 23:47:25 UTC,2019-05-12 00:04:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24966576,https://static.inaturalist.org/photos/38623789/medium.jpg?1557617485,,,,FALSE,1,0,FALSE,,"1550 Anacostia Ave NE, Washington, DC 20019, USA",38.912596,-76.9418223,194,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25184229,Wed May 15 2019 18:11:42 GMT-0400 (EDT),5/15/2019,2019-05-15 22:11:42 UTC,Eastern Time (US & Canada),,1755474,maddi666,2019-05-15 22:13:58 UTC,2019-05-15 22:39:28 UTC,research,,https://www.inaturalist.org/observations/25184229,https://static.inaturalist.org/photos/38982796/medium.jpg?1557958500,,,"bee & an unknown plant!
",FALSE,1,0,FALSE,3,"University of Maryland, College Park, MD, US",38.98811008,-76.94203732,10,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25396497,Sun May 19 2019 12:42:04 GMT-0400 (EDT),5/19/2019,2019-05-19 16:42:04 UTC,Eastern Time (US & Canada),,1567258,herbalexplorer,2019-05-19 18:43:22 UTC,2019-05-19 19:31:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25396497,https://static.inaturalist.org/photos/39327345/medium.jpg?1558291405,,,,FALSE,2,0,FALSE,3,"Sligo Creek Park, Takoma Park, MD, US",38.97862359,-76.98820085,357,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25450330,Mon May 20 2019 12:29:17 GMT-0400 (EDT),5/20/2019,2019-05-20 16:29:17 UTC,Eastern Time (US & Canada),,1080623,richardsons,2019-05-20 16:42:57 UTC,2019-05-20 16:45:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25450330,https://static.inaturalist.org/photos/39419211/medium.jpg?1558370599,,,,FALSE,1,0,FALSE,3,"Maryland, US",39.35011823,-77.58265272,20195,obscured,,TRUE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25452092,Mon May 20 2019 13:18:35 GMT-0400 (EDT),5/20/2019,2019-05-20 17:18:35 UTC,Eastern Time (US & Canada),,748510,sacook721,2019-05-20 17:19:42 UTC,2019-05-20 18:32:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25452092,https://static.inaturalist.org/photos/39422038/medium.jpg?1558372785,,,,FALSE,2,0,FALSE,3,"721 Fern Pl NW, Washington, DC, US",38.97856033,-77.02356105,10,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25641366,2019/05/23 12:47 PM EDT,5/23/2019,2019-05-23 16:47:00 UTC,Eastern Time (US & Canada),,208559,mefisher,2019-05-23 22:06:15 UTC,2019-05-24 00:11:36 UTC,research,CC0,https://www.inaturalist.org/observations/25641366,https://static.inaturalist.org/photos/39736719/medium.jpg?1558648264,,,,FALSE,1,0,FALSE,,"Herndon, VA 20170, USA",38.9687364,-77.38574505,8,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25687854,2019-05-24 2:39:34 PM EDT,5/24/2019,2019-05-24 18:39:34 UTC,Eastern Time (US & Canada),,1510795,shackjohn,2019-05-24 18:50:41 UTC,2019-05-24 21:34:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25687854,https://static.inaturalist.org/photos/39814436/medium.jpeg?1558723844,,,,FALSE,2,0,FALSE,2,"Taylor Run, Alexandria, VA, USA",38.81141865,-77.08084155,22,,,FALSE,gps,gps,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25699283,Fri May 24 2019 18:20:43 GMT-0400 (EDT),5/24/2019,2019-05-24 22:20:43 UTC,Eastern Time (US & Canada),,786045,dherrera13,2019-05-24 22:20:54 UTC,2019-05-24 23:34:22 UTC,research,,https://www.inaturalist.org/observations/25699283,https://static.inaturalist.org/photos/39833139/medium.jpg?1558736456,,,,FALSE,2,0,FALSE,3,"3404 22nd St NE, Washington, DC, US",38.93248073,-76.97443061,10,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25704175,Fri May 24 2019 18:51:05 GMT-0400 (EDT),5/24/2019,2019-05-24 22:51:05 UTC,Eastern Time (US & Canada),,1681738,johnhenrithefirst,2019-05-24 23:57:21 UTC,2019-05-25 00:47:48 UTC,research,,https://www.inaturalist.org/observations/25704175,https://static.inaturalist.org/photos/39841198/medium.jpg?1558742247,,,Found pollinating white clover at Burtonsville Elementary School ,FALSE,2,0,FALSE,3,"Burtonsville Elementary School, Burtonsville, MD, US",39.11085,-76.93588833,5,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25798402,Sat May 25 2019 09:05:20 GMT-0400 (EDT),5/25/2019,2019-05-25 13:05:20 UTC,Eastern Time (US & Canada),,7580,carrieseltzer,2019-05-26 11:40:18 UTC,2019-05-26 13:18:15 UTC,research,CC0,https://www.inaturalist.org/observations/25798402,https://static.inaturalist.org/photos/39997539/medium.jpg?1558870826,,,,FALSE,1,0,FALSE,3,United States,38.8310069,-76.94905011,20,obscured,,TRUE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25822600,Sun May 26 2019 14:00:05 GMT-0400 (EDT),5/26/2019,2019-05-26 18:00:05 UTC,Eastern Time (US & Canada),,1567258,herbalexplorer,2019-05-26 18:32:01 UTC,2019-05-26 19:00:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25822600,https://static.inaturalist.org/photos/40036519/medium.jpg?1558895533,,,,FALSE,1,0,FALSE,3,"Long Branch Park, Takoma Park, MD, US",38.99087753,-76.99761543,180,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25825565,Sun May 26 2019 14:35:28 GMT-0400 (EDT),5/26/2019,2019-05-26 18:35:28 UTC,Eastern Time (US & Canada),,454247,woodcut55,2019-05-26 19:17:17 UTC,2019-05-27 20:20:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25825565,https://static.inaturalist.org/photos/40041449/medium.jpg?1558898244,,,,FALSE,2,0,FALSE,3,"3736 12th St NE, Washington, DC, US",38.93557833,-76.99130333,5,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25845166,2019-05-21 6:37:20 PM EDT,5/21/2019,2019-05-21 22:37:20 UTC,Eastern Time (US & Canada),,240163,stella20009,2019-05-27 00:19:33 UTC,2019-05-27 04:03:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25845166,https://static.inaturalist.org/photos/40074722/medium.jpeg?1558916376,,,Dupont Circle,FALSE,2,0,FALSE,2,"Washington, DC 20036, USA",38.90979767,-77.04357147,,,,FALSE,gps,gps,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25879342,Mon May 27 2019 11:35:58 GMT-0400 (EDT),5/27/2019,2019-05-27 15:35:58 UTC,Eastern Time (US & Canada),,1657234,jtdavis,2019-05-27 15:36:25 UTC,2019-05-27 18:57:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25879342,https://static.inaturalist.org/photos/40135013/medium.jpg?1558971388,,,Rescued from Pinecrest pool...,FALSE,1,0,FALSE,3,"12515 Pinecrest Rd, Herndon, VA, US",38.93217664,-77.37939916,5,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
25901759,2019/05/27 9:43 AM HST,5/27/2019,2019-05-27 19:43:00 UTC,Hawaii,,454536,jmgconsult,2019-05-27 21:10:56 UTC,2019-05-28 04:45:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25901759,https://static.inaturalist.org/photos/40170170/medium.jpg?1558990795,,,,FALSE,2,0,FALSE,,"1550 Anacostia Ave NE, Washington, DC 20019, USA",38.912596,-76.9418223,194,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
